O AMOR, O SORRISO E A FLOR (ALBUM);1960;label;Joao Gilberto,Bahasa Indonesia,Outra Vez,Luiz Bonfa,Dorival Caymmi,Sao Paulo,Harry Woods,Nilo Sergio,Ronaldo Boscoli,Jayme Silva,Neuza Teixeira,Roberto Guimaraes,Sylvia Telles,Walter Wanderley,Isaura Garcia,Santa Cruz,Mike Falcao,Bim Bom,Silvio Silveira,Chega De Saudade
BEACH SAMBA;1967;label;Gayle Caldwell,Tim Hardin,Marcos Valle,Chico Buarque,Sidney Keith Russell,Keith Russell,Luiz Bonfa,Eumir Deodato,Bossa Na Praia,Pery Ribeiro,Patti Jacob,Steve Boone,John Sebastian,Nao Bate,Marcello Gilberto,Maurice Bialkin,Maurice Brown,Charles McCracken,George Ricci,Harvey Shapiro,Barry Galbraith,Grady Tate,Earl Chapin,Tony Miranda,Margaret Ross,George Devens,Jack Jennings,Dom Um Romao,Warren Bernhardt,Warren Covington,Urbie Green,Tony Studd,Bernie Glow,Ernie Royal,Marvin Stamm,Harold Coletta,Richard Dickler,Dave Mankovitz,David Schwartz,Harry Katzman,George Ockner,Gene Orloff,Phil Bodner,Bill Hammond,Seldon Powell,Stanley Webb,Richie Unterberger
BIG BAND BOSSA NOVA;1962;label;Quincy Jones,Charles Mingus,Luiz Bonfa,Ronaldo Boscoli,Frederick Loewe,Jon Hendricks,Chega De Saudade,Ric Marlow,Bobby Scott,Phil Woods,Paul Gonsalves,Clark Terry,Roland Kirk,Jerome Richardson,Chris White,Jack Del Rio,Jose Paula,Richard Seidel,Phil Ramone,Bryan Koniarz,Terri Tierney,Suzanne White
BOSSA ANTIGUA;1965;label;Paul Desmond,Eugene Wright,Gene Cherico,Connie Kay,O Gato,Curacao Doloroso
BOSSA NOVA (ALBUM DE PAULINE CROZE);2016;label;Pauline Croze,Nino Ferrer,Daniel Beretta,Chico Buarque,Dona Flor,Georges Moustaki,Tom Jobim,Flavia Coelho,Michel Fugain,Bruno Ferreira,Henri Salvador,Benjamin Biolay,Vinicius Cantuaria,Orfeu Negro,Marcel Camus,Sacha Distel,Eddy Marnay,Luiz Bonfa,Cali Kamga,Marie Navarro,Manda Sissoko,Richard Minier
BOSSA NOVA SOUL SAMBA;1962;label;Ike Quebec,Stan Getz,Roy Eldridge,Cab Calloway,Ella Fitzgerald,Trummy Young,Bud Powell,Sonny Clark,Joao Gilberto,Luiz Bonfa,Charlie Byrd,Coleman Hawkins,Kenny Burrell,Chris May,Wendell Marshall,Willie Bobo,Garvin Masseaux,Franz Liszt,Lloro Tu Despedida,John Camacho,Shu Shu,Joracy Camargo,Heckel Tavares,Linda Flor,Pedro Berrios,Henrique Vogeler,John White,Clement Romier
CHAMBRE AVEC VUE (ALBUM);2000;label;Henri Salvador,Monsieur Henri,Benjamin Biolay,Michel Modo,Marc Esteve,Gisele Molard,Paul Misraki,Thomas Dutronc,Francoise Hardy,Bernard Michel,Lisa Ekdahl,Jacques Duvall,Salvadore Poe,Pierre Dudan,Bruno Coquatrix
CHEGA DE SAUDADE (ALBUM);1959;label;Joao Gilberto,Bahasa Indonesia,Dorival Caymmi,Bim Bom,Santa Cruz,Ronaldo Boscoli,Joao Donato,Walter Wanderley,Bene Nunes,Bola Sete,Chega De Saudade
COEUR VAGABOND - CORACAO VAGABUNDO;2005;label;Bia Krieger,Robson Galdino,Caetano Veloso,Serge Gainsbourg,Coeur Vagabond,Coracao Vagabundo,Chico Buarque,Tom Jobim,Lulu Santos,Nelson Motta,Braulio Tavares,Michel Modo,Henri Salvador,Michel Rivard,Escala Richter,Marcio Faraco,Benjamin Biolay,Georges Brassens
THE COMPOSER OF DESAFINADO PLAYS;1963;label;Bahasa Indonesia,Claus Ogerman,Joao Gilberto,Stan Getz,Musica Brasileira,Pete Welding,Vivo Sonhando,O Morro Nao Tem Vez,Jon Hendricks,George Duvivier,Edison Machado
DEZ ANOS DEPOIS;1971;label;Bahasa Indonesia,Estudios CBD,Luis Eca,Rogerio Duprat,Tom Jobim,Chico Buarque,Ray Gilbert,Dolores Duran
DOIS QUARTOS;2006;label;Marcelo Sussekind,Lokua Kanza,Jorge Vercilo,Entao Va Se Perder,Marco Pereira,Gastao Villeroy,Dudu Falcao,Lula Queiroga,Vinicius Rosa,Marcelo Camer,Billy Brandao,Guillermo Vadala,Marcelo Costa,Ezequiel Ghilardi,Jean Dolabella,Jurim Moreira,Ronaldo Silva,Daniel Buira,Paulinho Trompete,Mariano Cigna,Ubirajara Correia,Jurema Lourenco,Jussara Lourenco,David Walther,Harry Shirinian,Ricardo Kubala,Sam Formicola,Vicki Miskolczy,William Rodrigues,Braulio Marques Lima,Gustavo Pinto,Hugo Vargas Pilger,Julio Cerezo Ortiz,Lui Coimbra,Stephen Erodody,Bernardo Bessler,Claudio Miqueletti,Darius Campo,Dorin Serban Tudoras,Eliane Tokeshi,Jennifer Walton,Johana Krejci,Jorge Salim Filho,Josefina Vergara,Katia Popov,Kevin Connolly,Luis Brito,Mauricio Takeda,Miran Kojian,Patricia Johnson,Robin Olson,Ronald Folsom,Simplicio Simplicio Soares,Tamara Hatwan,Jerry Burgos,Marcelo Saboia,Damien Seth,Sergio Ricardo,Jorge Calandrelli,Paschoal Perrota,Bruno Batista,Jason Birchmeier
DOUBLE RAINBOW: THE MUSIC OF ANTONIO CARLOS JOBIM;1995;label;Double Rainbow,Joe Henderson,Herbie Hancock,Richard Seidel,So Far,Eliane Elias,Christian McBride,Paulo Braga,Jack DeJohnette,Tom Jobim,Stan Getz,Orfeu Negro,Marcel Camus,Joao Gilberto,Mr. Jobim,Happy Madness,Vinicius DeMoraes,Chico Buarque,Jesse Cavanaugh,Jon Hendricks,Paulo Jobim,Joel Moss,Lush Life,Warm Valley,Kenny Dorham,Una Mas,Trompeta Toccata,Johnny Coles,Johnny C,Idle Moments,Grant Green,Horace Silver,Freddie Hubbard,Miroslav Vitous,Butterfly Dreams,Johnny Hammond,Charles Earland,Jon Ballantyne,Wynton Marsalis,Kenny Garrett,Charlie Haden
ELIS & TOM;1974;label;Bahasa Indonesia,Pois E,Chico Buarque,Por Toda,Inutil Paisagem,Luizao Maia,Paulo Braga,Tom Jobim,Cesar Camargo Mariano
FRANCIS ALBERT SINATRA & ANTONIO CARLOS JOBIM;1967;label;Bahasa Indonesia,Sonny Burke,Claus Ogerman,Ray Gilbert,Change Partners,Inutil Paisagem,Robert C. Wright,George Forrest,Dom Um Romao,Stephen Thomas Erlewine
GETZ AU GO GO;1964;label;Go Go,Stan Getz,Bill Evans,Gary Burton,Ronaldo Boscoli,Chuck Israels,Gene Cherico,Helcio Milito,Joe Hunt,Kenny Burrell,Val Valentin,John Swenson
GETZ/GILBERTO;1964;label;Joao Gilberto,Stan Getz,Bahasa Indonesia,Tieng Viet,Phil Ramone,Robert Dimery,Dorival Caymmi,Milton Banana,Tommy Williams,Sao Paulo
HERB ALPERT PRESENTS SERGIO MENDES & BRASIL '66;1966;label;Stan Getz,Brasil '65,Wanda Sa,Bruce Botnick,Derek Taylor,Peter Whorf Graphics,Peter Whorf,Mas Que Nada,Jorge Ben,Slow Hot Wind,Tim Dom Dom,Julius Wechter,Bob Weinstein,Henry Mancini,O Pato,Jayme Silva,Bob Matthews,Janis Hansen
JAZZ SAMBA;1962;label;Stan Getz,Bahasa Indonesia,Charlie Byrd,Joao Gilberto,Luiz Bonfa,Robert Dimery,O Pato,Jayme Silva,Neuza Teixeira,Billy Blanco,Luxo So
JOAO GILBERTO (ALBUM, 1961);1961;label;Joao Gilberto,Dorival Caymmi,Walter Wanderley,Ismael Correa,Ronaldo Boscoli,Geraldo Pereira,Bim Bom,Santa Cruz,Sylvia Telles,Barney Kessel,Jon Hendricks,Chega De Saudade
LIGHT MY FIRE (ALBUM);2011;label;Eliane Elias,Rosa Morena,Dorival Caymmi,Kenny Dorham,Gilberto Gil,Jim Morrison,John Densmore,Ray Manzarek,Robbie Krieger,Silver Sandal,Henry Cosby,Stevie Wonder,Sylvia Moy,Joao Donato,Paul Desmond
NARA (ALBUM);1964;label;Edu Lobo,Marcha Da,O Morro,O Sol Nascera,Luz Negra
STAN GETZ WITH GUEST ARTIST LAURINDO ALMEIDA;1963;label;Stan Getz,Joao Gilberto,Luiz Bonfa,Charlie Byrd,Coleman Hawkins,Bud Shank,Dizzy Gillespie,Herb Ellis,Herbie Mann,Minina Moca,Outra Vez,Portia Nelson,Jeanne Taylor,George Duvivier,Edison Machado,Dave Bailey,Chris May,Ike Quebec,Mc Farland,Morris B,Bossa Mundo
TANTO TEMPO;2000;label;Tanto Tempo,Bebel Gilberto,De Tarde,Vendo O Mar,Chris Franck,Nina Miranda,Sem Contencao,Mais Feliz,Roberto Dranoff,Marcos Valle,Paulo Sergio Valle,Roberto Lopez Garza,Joao Donato,Gilberto Gil,Chico Buarque,Dinho Ouro,Jorge Ceruto,Luis Do Monte,Celso Fonseca,Danny Frankel,Jorge Helder,Joao Parahyba,Ricardo Pontes,Jesse Sadoc,Vittor Santos,Robertinho Silva,Marcos Suzano,Stuart Wylen
THREE GUITARS IN BOSSA NOVA TIME;1963;label;Herb Ellis,Johnny Gray,Bob Enevoldsen,Joao Gilberto,Luiz Bonfa,Stan Getz,Charlie Byrd,Coleman Hawkins,Bud Shank,Dizzy Gillespie,Herbie Mann,Bobby Troup,Julie London,Herb Brown,Charlie Quintana,Johnny Frigo,Sweet Dreams,Gravy Waltz,Bob Bertaux,Milt Holland,Bob Neel,Chris May,Ike Quebec,Mc Farland,Morris B,Bossa Mundo
TIMELESS (ALBUM DE SERGIO MENDES);2006;label;Serzhio Mendesa,Jorge Kleber,Mike Shapiro,Chuck Prada,Jorge Ben,Erykah Badu,Henry Mancini,Stevie Wonder,Joao Donato,Jill Scott,Gilberto Gil
